delivery_id,order_id,delivery_status,delivery_time,rider_id
5150,7177,Not Delivered,10:0:58,16
5151,2522,Not Delivered,15:27:48,9
5152,9166,Not Delivered,21:6:27,16
5153,2451,Not Delivered,2:4:4,7
5154,6281,Delivered,1:14:26,8
5155,4852,Delivered,12:9:9,19
5156,1998,Delivered,8:32:35,18
5157,4292,Not Delivered,23:20:16,34
5158,7239,Not Delivered,14:19:53,25
5159,5699,Delivered,14:7:5,30
5160,7123,Delivered,13:46:4,32
5161,9322,Not Delivered,4:12:29,10
5162,6963,Delivered,19:39:46,6
5163,3872,Not Delivered,9:49:20,28
5164,3626,Not Delivered,18:31:14,20
5165,7785,Not Delivered,12:40:21,17
5166,8166,Not Delivered,14:43:24,33
5167,8436,Not Delivered,5:53:27,16
5168,4550,Delivered,17:34:45,9
5169,8406,Delivered,23:39:32,23
5170,9364,Not Delivered,21:38:28,32
5171,5991,Delivered,16:41:49,11
5172,9322,Not Delivered,18:8:17,6
5173,369,Delivered,3:55:5,22
5174,5342,Delivered,12:14:43,8
5175,7094,Delivered,3:24:9,26
5176,8778,Not Delivered,9:16:41,8
5177,6681,Not Delivered,21:52:6,3
5178,8153,Not Delivered,12:35:58,32
5179,9194,Not Delivered,13:51:18,1
5180,5292,Delivered,0:14:45,14
5181,7029,Delivered,8:49:47,18
5182,6945,Delivered,7:16:50,15
5183,4396,Not Delivered,16:18:10,28
5184,6902,Not Delivered,1:20:52,7
5185,8235,Delivered,0:15:25,31
5186,6105,Not Delivered,16:3:53,30
5187,997,Not Delivered,12:44:9,12
5188,7235,Not Delivered,2:51:10,28
5189,445,Delivered,19:11:13,10
5190,8783,Not Delivered,7:50:41,31
5191,5777,Delivered,20:47:22,18
5192,9345,Not Delivered,18:51:50,5
5193,7279,Delivered,6:4:51,28
5194,8171,Not Delivered,8:6:25,16
5195,4978,Not Delivered,15:47:5,19
5196,6712,Not Delivered,21:16:20,4
5197,2754,Delivered,11:56:25,19
5198,3795,Delivered,6:26:54,17
5199,7162,Delivered,5:50:37,24
5200,7122,Not Delivered,10:34:8,1
5201,313,Not Delivered,12:47:25,30
5202,5237,Delivered,14:50:37,33
5203,3034,Delivered,16:28:31,33
5204,3061,Not Delivered,20:38:10,9
5205,8734,Not Delivered,13:58:3,26
5206,7631,Not Delivered,6:49:42,27
5207,8300,Delivered,6:53:33,12
5208,8149,Delivered,1:56:16,26
5209,5449,Delivered,4:11:14,21
5210,1861,Not Delivered,10:44:11,2
5211,5599,Not Delivered,22:10:39,1
5212,7231,Delivered,14:11:41,10
5213,8715,Not Delivered,18:44:34,11
5214,9008,Delivered,13:57:47,8
5215,6521,Delivered,6:5:31,24
5216,5946,Not Delivered,8:20:37,8
5217,5729,Delivered,18:6:38,4
5218,6166,Delivered,3:43:21,18
5219,2609,Not Delivered,3:7:13,31
5220,5401,Not Delivered,23:39:15,29
5221,8643,Delivered,22:25:23,12
5222,8367,Not Delivered,8:23:42,31
5223,2603,Not Delivered,8:50:51,7
5224,5799,Delivered,23:58:29,5
5225,6924,Not Delivered,3:45:21,4
5226,652,Not Delivered,9:21:1,23
5227,4487,Delivered,17:21:31,10
5228,2671,Delivered,16:18:48,14
5229,2895,Not Delivered,22:3:45,9
5230,3281,Delivered,22:20:22,7
5231,2546,Delivered,21:33:40,20
5232,8441,Delivered,9:7:6,24
5233,5515,Not Delivered,22:37:46,17
5234,6893,Delivered,4:45:23,1
5235,3083,Delivered,14:51:30,1
5236,3516,Not Delivered,8:18:7,33
5237,304,Delivered,19:47:36,28
5238,1488,Not Delivered,12:3:17,8
5239,488,Not Delivered,7:24:39,17
5240,9226,Delivered,2:44:59,21
5241,3151,Delivered,7:10:2,22
5242,3079,Not Delivered,22:47:20,6
5243,3042,Delivered,16:45:12,5
5244,8854,Delivered,3:18:58,2
5245,2310,Delivered,2:58:5,33
5246,3986,Not Delivered,10:24:20,13
5247,8298,Delivered,11:45:41,21
5248,6514,Not Delivered,23:46:33,26
5249,6590,Delivered,19:3:12,8
5250,2849,Not Delivered,11:25:44,32
5251,9872,Delivered,10:6:39,6
5252,1209,Not Delivered,19:13:59,17
5253,978,Delivered,13:26:12,2
5254,6050,Delivered,22:6:22,10
5255,5798,Not Delivered,8:11:57,25
5256,3470,Not Delivered,18:51:55,11
5257,6060,Not Delivered,3:19:23,20
5258,1162,Not Delivered,16:12:24,17
5259,505,Delivered,16:18:48,26
5260,7242,Not Delivered,14:22:49,15
5261,6224,Delivered,4:14:28,20
5262,7908,Not Delivered,4:47:32,3
5263,2302,Delivered,5:42:21,24
5264,9005,Not Delivered,11:45:3,32
5265,5013,Delivered,7:14:15,18
5266,8137,Delivered,11:54:50,32
5267,9949,Delivered,23:1:29,1
5268,997,Delivered,18:56:25,9
5269,8599,Not Delivered,11:10:33,6
5270,3236,Not Delivered,18:54:41,19
5271,3799,Delivered,7:10:9,14
5272,9985,Not Delivered,9:47:21,26
5273,5331,Not Delivered,10:38:43,23
5274,8906,Delivered,23:50:18,5
5275,4268,Delivered,15:37:17,2
5276,6164,Delivered,10:27:49,18
5277,6443,Delivered,21:6:23,17
5278,2823,Delivered,7:34:1,28
5279,755,Not Delivered,22:6:42,28
5280,4123,Not Delivered,15:16:52,22
5281,6373,Delivered,16:35:34,27
5282,654,Delivered,6:36:48,30
5283,4988,Not Delivered,10:53:10,4
5284,8128,Not Delivered,22:18:4,5
5285,7622,Not Delivered,10:1:47,17
5286,2415,Delivered,21:52:55,34
5287,1139,Delivered,17:33:7,22
5288,9985,Delivered,12:52:56,29
5289,6911,Delivered,23:54:34,5
5290,4364,Delivered,8:47:5,9
5291,1572,Delivered,20:4:27,16
5292,3796,Delivered,18:24:36,10
5293,634,Delivered,17:19:36,19
5294,5761,Delivered,10:53:44,11
5295,9885,Not Delivered,5:29:6,21
5296,6992,Delivered,16:11:9,16
5297,729,Not Delivered,9:0:41,10
5298,977,Delivered,22:15:4,26
5299,9157,Delivered,1:30:36,11
5300,634,Not Delivered,16:48:0,31
5301,9311,Delivered,23:43:49,33
5302,4780,Not Delivered,3:13:19,5
5303,3305,Not Delivered,15:14:11,34
5304,5715,Not Delivered,22:0:38,5
5305,1127,Delivered,16:27:20,32
5306,9348,Delivered,23:27:28,12
5307,6400,Not Delivered,20:47:45,12
5308,6285,Not Delivered,22:54:31,14
5309,9063,Delivered,10:31:38,15
5310,853,Delivered,13:0:42,32
5311,476,Delivered,9:40:59,22
5312,5578,Not Delivered,10:33:56,8
5313,6838,Delivered,22:55:46,5
5314,4205,Delivered,7:21:54,22
5315,5303,Not Delivered,8:49:17,9
5316,5747,Delivered,7:13:20,13
5317,6687,Not Delivered,3:20:18,15
5318,2539,Not Delivered,19:45:41,11
5319,1908,Delivered,11:34:33,27
5320,1619,Delivered,4:41:8,20
5321,5071,Delivered,12:13:42,14
5322,8703,Not Delivered,20:5:24,31
5323,398,Delivered,4:8:37,1
5324,9440,Delivered,2:45:21,16
5325,6680,Not Delivered,9:51:58,14
5326,8697,Delivered,1:56:34,28
5327,6524,Delivered,21:11:15,12
5328,5287,Delivered,10:53:58,1
5329,2342,Delivered,0:30:48,27
5330,2254,Delivered,8:25:32,31
5331,2844,Not Delivered,3:43:23,13
5332,8234,Delivered,20:36:23,28
5333,6140,Delivered,3:3:24,3
5334,8215,Delivered,3:7:37,4
5335,7059,Delivered,18:32:22,24
5336,5323,Not Delivered,1:18:44,34
5337,7597,Not Delivered,12:5:14,2
5338,8121,Delivered,12:9:16,21
5339,7934,Delivered,4:40:24,34
5340,1990,Delivered,11:35:45,12
5341,4606,Not Delivered,22:4:43,6
5342,3185,Delivered,17:52:3,21
5343,9571,Delivered,14:48:11,1
5344,3751,Not Delivered,9:59:13,29
5345,1369,Not Delivered,9:47:45,12
5346,5751,Not Delivered,3:51:39,20
5347,1143,Delivered,14:10:59,28
5348,5752,Not Delivered,10:8:22,28
5349,755,Delivered,23:25:42,11
5350,4257,Delivered,8:16:4,4
5351,17,Not Delivered,19:51:29,26
5352,2466,Delivered,12:39:25,2
5353,4679,Not Delivered,6:24:5,29
5354,991,Not Delivered,0:42:36,21
5355,6254,Not Delivered,10:45:36,7
5356,7488,Not Delivered,1:4:40,15
5357,194,Delivered,15:2:22,15
5358,4943,Not Delivered,16:40:40,28
5359,5021,Delivered,2:55:52,23
5360,2607,Delivered,10:45:3,33
5361,5744,Not Delivered,16:3:11,20
5362,2952,Delivered,19:13:59,21
5363,1922,Not Delivered,20:5:37,22
5364,694,Not Delivered,20:53:24,22
5365,8451,Not Delivered,2:39:23,18
5366,5347,Delivered,7:30:11,27
5367,2588,Delivered,12:23:18,6
5368,5854,Delivered,3:0:35,28
5369,1630,Not Delivered,3:6:23,25
5370,8152,Delivered,7:4:19,3
5371,8435,Delivered,11:41:43,8
5372,7844,Not Delivered,1:40:26,11
5373,6625,Not Delivered,13:23:49,2
5374,4872,Not Delivered,7:5:20,11
5375,8008,Delivered,19:1:37,31
5376,1356,Delivered,0:14:56,14
5377,1961,Delivered,17:26:10,26
5378,124,Delivered,0:31:53,30
5379,2543,Not Delivered,6:20:31,15
5380,4550,Delivered,22:52:46,30
5381,226,Delivered,0:43:19,9
5382,2661,Not Delivered,6:32:6,11
5383,8936,Not Delivered,9:16:33,27
5384,7447,Not Delivered,0:3:2,32
5385,3881,Delivered,18:57:18,1
5386,7031,Delivered,3:51:37,3
5387,8005,Not Delivered,13:36:20,24
5388,7701,Delivered,4:43:55,4
5389,4688,Delivered,1:40:19,11
5390,98,Not Delivered,2:35:15,19
5391,2673,Delivered,14:40:18,23
5392,9224,Delivered,22:58:10,20
5393,1632,Not Delivered,12:38:24,6
5394,9722,Delivered,16:23:51,9
5395,4723,Not Delivered,10:14:51,8
5396,2168,Delivered,20:39:45,16
5397,634,Delivered,6:18:10,24
5398,4323,Not Delivered,19:43:50,30
5399,5017,Not Delivered,8:31:47,7
5400,1021,Not Delivered,5:7:47,34
5401,7002,Not Delivered,23:20:17,8
5402,8199,Delivered,21:27:7,23
5403,3960,Not Delivered,4:20:43,21
5404,5093,Not Delivered,14:11:47,2
5405,7017,Delivered,16:37:48,13
5406,1506,Not Delivered,6:13:31,28
5407,6770,Not Delivered,13:42:13,8
5408,8071,Delivered,8:45:53,20
5409,6223,Delivered,2:58:18,15
5410,853,Not Delivered,12:8:20,4
5411,8751,Not Delivered,0:25:24,1
5412,9290,Not Delivered,16:39:30,17
5413,8387,Not Delivered,22:19:0,26
5414,4241,Delivered,17:54:48,18
5415,4595,Delivered,0:1:31,25
5416,6705,Delivered,16:39:46,28
5417,7234,Delivered,1:22:58,16
5418,5337,Not Delivered,18:21:56,18
5419,2708,Delivered,19:1:58,12
5420,2653,Delivered,3:19:9,9
5421,9716,Delivered,10:58:51,33
5422,1210,Delivered,17:55:41,28
5423,19,Delivered,18:6:26,16
5424,6445,Not Delivered,2:18:24,31
5425,2430,Not Delivered,10:42:32,34
5426,2599,Delivered,6:42:58,2
5427,8345,Not Delivered,20:33:36,25
5428,6769,Delivered,1:54:57,18
5429,7879,Delivered,21:4:51,1
5430,6829,Not Delivered,21:45:56,15
5431,3564,Delivered,3:39:35,17
5432,7433,Not Delivered,13:0:32,5
5433,2845,Delivered,12:35:44,19
5434,3404,Delivered,9:55:43,26
5435,5229,Delivered,3:12:43,23
5436,682,Delivered,2:40:39,23
5437,6241,Not Delivered,17:50:18,4
5438,4272,Delivered,5:41:11,25
5439,8536,Delivered,7:27:10,7
5440,9304,Delivered,21:29:0,24
5441,4184,Not Delivered,17:57:7,16
5442,5196,Not Delivered,8:12:4,27
5443,1003,Delivered,10:12:5,25
5444,1357,Delivered,17:33:16,10
5445,4314,Not Delivered,16:45:30,9
5446,2625,Delivered,18:21:46,14
5447,1138,Not Delivered,14:2:31,16
5448,2545,Delivered,13:33:45,28
5449,4761,Delivered,0:53:58,11
5450,5401,Delivered,20:32:15,29
5451,3382,Not Delivered,11:24:53,14
5452,1070,Not Delivered,2:47:11,31
5453,9071,Delivered,17:51:52,7
5454,9299,Delivered,1:22:15,8
5455,8977,Delivered,7:54:19,32
5456,4000,Delivered,19:59:20,29
5457,2346,Delivered,12:55:41,10
5458,7693,Not Delivered,11:46:11,4
5459,5884,Not Delivered,4:20:14,1
5460,8892,Not Delivered,14:51:1,16
5461,7419,Delivered,19:7:56,2
5462,3749,Delivered,17:39:15,10
5463,9796,Not Delivered,16:15:39,8
5464,131,Delivered,17:15:4,29
5465,7720,Not Delivered,20:3:14,10
5466,4637,Delivered,14:6:38,20
5467,6379,Not Delivered,3:52:5,18
5468,6465,Not Delivered,13:15:44,17
5469,125,Delivered,4:45:44,13
5470,2843,Delivered,19:44:34,12
5471,5494,Not Delivered,21:45:29,3
5472,6280,Delivered,14:56:54,21
5473,7261,Not Delivered,14:48:35,19
5474,6385,Not Delivered,19:29:9,31
5475,8936,Delivered,2:37:21,27
5476,2668,Not Delivered,6:51:48,22
5477,6784,Delivered,13:48:0,5
5478,8461,Delivered,5:39:54,34
5479,6809,Not Delivered,18:46:37,33
5480,410,Delivered,7:37:32,18
5481,9296,Delivered,0:4:13,2
5482,9476,Not Delivered,23:24:27,33
5483,6287,Delivered,8:36:46,34
5484,8585,Not Delivered,3:5:50,20
5485,8705,Not Delivered,16:38:47,20
5486,793,Not Delivered,6:43:29,11
5487,3287,Not Delivered,23:43:3,25
5488,2096,Delivered,8:54:27,4
5489,4817,Not Delivered,10:1:28,13
5490,6420,Not Delivered,3:32:8,10
5491,3623,Delivered,5:10:29,29
5492,7481,Delivered,19:33:41,32
5493,1454,Not Delivered,2:37:48,8
5494,9895,Not Delivered,0:1:2,26
5495,9163,Delivered,18:46:30,26
5496,6240,Delivered,12:48:12,15
5497,7294,Not Delivered,4:28:24,24
5498,1843,Not Delivered,13:57:55,31
5499,892,Delivered,12:38:27,3
5500,1283,Not Delivered,21:56:45,20
5501,3168,Delivered,1:58:26,34
5502,9831,Not Delivered,4:3:58,27
5503,7611,Delivered,19:12:6,26
5504,3236,Delivered,21:4:2,8
5505,8760,Delivered,14:24:15,2
5506,5991,Delivered,2:13:26,32
5507,1264,Not Delivered,3:17:23,30
5508,4860,Not Delivered,19:37:37,4
5509,712,Delivered,14:28:34,34
5510,8203,Delivered,15:54:14,30
5511,8496,Not Delivered,12:22:0,14
5512,8721,Not Delivered,17:45:17,18
5513,5561,Not Delivered,20:10:58,34
5514,1424,Delivered,5:14:40,7
5515,6977,Delivered,16:33:36,31
5516,9171,Delivered,2:29:4,31
5517,765,Not Delivered,14:11:12,1
5518,741,Not Delivered,2:42:3,21
5519,2811,Not Delivered,11:48:35,24
5520,1065,Not Delivered,4:39:34,21
5521,6284,Delivered,12:29:16,27
5522,326,Not Delivered,10:19:11,4
5523,3608,Delivered,14:19:1,27
5524,9563,Delivered,12:22:55,4
5525,1292,Delivered,10:25:47,34
5526,1759,Not Delivered,14:26:58,31
5527,7488,Delivered,10:38:32,1
5528,3554,Not Delivered,4:47:4,28
5529,3434,Delivered,21:37:29,15
5530,4982,Not Delivered,12:57:11,4
5531,6612,Not Delivered,9:56:19,25
5532,9522,Not Delivered,18:11:27,22
5533,8240,Delivered,14:19:1,13
5534,1919,Delivered,7:45:17,12
5535,896,Delivered,8:56:38,11
5536,3129,Delivered,23:25:28,9
5537,2983,Delivered,3:58:49,10
5538,7075,Delivered,18:29:14,26
5539,7371,Delivered,0:56:49,8
5540,4452,Delivered,12:50:9,22
5541,7700,Not Delivered,11:29:29,33
5542,9148,Not Delivered,5:46:13,22
5543,7248,Delivered,16:29:50,4
5544,8449,Not Delivered,18:51:24,28
5545,8016,Delivered,0:55:47,27
5546,6528,Not Delivered,6:40:50,15
5547,212,Delivered,5:34:21,24
5548,4299,Not Delivered,9:8:2,26
5549,7092,Not Delivered,17:29:17,27
5550,2913,Delivered,17:57:39,26
5551,7709,Delivered,18:47:42,10
5552,8857,Delivered,11:15:48,24
5553,2733,Not Delivered,15:27:52,32
5554,2869,Not Delivered,10:23:16,5
5555,3008,Not Delivered,3:47:27,29
5556,3281,Delivered,9:56:23,31
5557,9601,Delivered,22:9:32,2
5558,3072,Delivered,9:58:36,25
5559,9886,Not Delivered,5:33:32,5
5560,1505,Delivered,2:3:0,1
5561,4313,Not Delivered,10:24:9,22
5562,2,Delivered,20:7:40,17
5563,9341,Delivered,23:31:19,9
5564,1092,Delivered,18:45:1,21
5565,1624,Not Delivered,2:20:38,10
5566,3937,Delivered,22:1:11,13
5567,5542,Delivered,6:22:12,19
5568,985,Delivered,12:24:37,27
5569,289,Not Delivered,1:46:5,8
5570,3275,Delivered,6:14:18,20
5571,8785,Delivered,0:3:47,23
5572,1714,Delivered,5:10:28,7
5573,2968,Delivered,19:21:6,23
5574,7285,Not Delivered,14:57:25,30
5575,380,Delivered,23:18:30,1
5576,8724,Not Delivered,14:50:56,19
5577,6395,Delivered,17:42:35,29
5578,5633,Delivered,20:29:51,20
5579,8620,Not Delivered,23:47:1,33
5580,2787,Not Delivered,7:55:52,27
5581,1713,Not Delivered,1:11:55,30
5582,5156,Delivered,20:28:16,29
5583,2463,Delivered,22:9:33,30
5584,3091,Not Delivered,4:38:49,1
5585,2535,Delivered,0:20:8,27
5586,7512,Delivered,9:11:16,34
5587,8618,Delivered,1:16:14,18
5588,4984,Delivered,20:31:27,19
5589,5399,Not Delivered,5:55:5,4
5590,3198,Delivered,10:10:10,7
5591,8446,Delivered,22:30:0,3
5592,9320,Not Delivered,17:54:38,11
5593,5656,Not Delivered,18:35:20,19
5594,4424,Not Delivered,14:43:23,19
5595,7225,Delivered,17:11:22,13
5596,4461,Delivered,22:48:32,2
5597,8574,Delivered,4:52:20,1
5598,3556,Delivered,18:3:47,32
5599,6448,Delivered,15:24:31,34
5600,8919,Not Delivered,9:11:39,24
5601,3572,Not Delivered,3:25:24,12
5602,849,Not Delivered,1:19:50,30
5603,5105,Delivered,21:51:53,29
5604,9847,Not Delivered,14:8:50,34
5605,9099,Not Delivered,12:0:28,20
5606,7358,Delivered,6:25:38,27
5607,902,Delivered,23:0:50,2
5608,3961,Delivered,21:16:13,27
5609,3265,Delivered,8:56:58,3
5610,3083,Not Delivered,15:28:59,13
5611,9449,Not Delivered,7:9:30,3
5612,1140,Not Delivered,12:24:0,2
5613,8108,Not Delivered,5:17:52,10
5614,2445,Not Delivered,2:44:43,33
5615,4730,Not Delivered,2:47:8,6
5616,7120,Delivered,10:10:47,18
5617,2873,Delivered,15:37:32,18
5618,5732,Not Delivered,19:40:53,23
5619,5564,Delivered,7:32:46,29
5620,205,Delivered,3:19:28,23
5621,8778,Delivered,3:25:11,28
5622,8458,Delivered,1:19:20,22
5623,5232,Delivered,11:43:41,4
5624,7335,Delivered,8:26:46,28
5625,5930,Delivered,11:55:15,7
5626,538,Not Delivered,11:23:16,7
5627,3899,Not Delivered,14:5:8,8
5628,5576,Not Delivered,9:46:49,8
5629,3453,Not Delivered,4:26:50,8
5630,7433,Not Delivered,23:45:56,7
5631,3382,Not Delivered,0:25:20,17
5632,9619,Delivered,10:41:7,16
5633,3902,Delivered,9:28:48,22
5634,3032,Not Delivered,19:14:36,7
5635,7025,Delivered,3:37:30,31
5636,7460,Not Delivered,6:42:1,24
5637,3183,Delivered,7:48:30,1
5638,6947,Delivered,6:20:9,7
5639,7118,Not Delivered,17:8:46,17
5640,6214,Not Delivered,17:40:29,1
5641,2959,Delivered,1:20:47,23
5642,8050,Not Delivered,7:29:39,2
5643,1897,Delivered,4:0:54,4
5644,6555,Delivered,22:32:32,19
5645,9567,Delivered,16:56:10,32
5646,4090,Delivered,17:48:40,34
5647,6652,Delivered,10:9:1,4
5648,2963,Not Delivered,6:24:28,19
5649,3687,Delivered,9:44:0,26
5650,2070,Not Delivered,9:25:28,20
5651,5038,Not Delivered,3:43:0,17
5652,6093,Delivered,8:31:32,34
5653,4829,Delivered,3:57:4,2
5654,750,Not Delivered,18:27:58,9
5655,8048,Delivered,0:53:20,17
5656,6529,Not Delivered,12:47:15,3
5657,6323,Not Delivered,11:10:25,22
5658,625,Delivered,13:14:15,4
5659,7953,Not Delivered,11:21:46,17
5660,919,Delivered,14:34:15,10
5661,5510,Not Delivered,11:33:45,1
5662,2133,Not Delivered,21:31:22,34
5663,6856,Not Delivered,22:34:26,15
5664,6863,Not Delivered,8:18:29,32
5665,5476,Not Delivered,0:28:39,10
5666,8431,Not Delivered,19:32:45,14
5667,7364,Not Delivered,22:30:48,24
5668,5960,Delivered,3:24:53,13
5669,2996,Delivered,9:10:58,26
5670,9179,Delivered,19:8:36,21
5671,6385,Not Delivered,18:11:12,33
5672,6338,Delivered,17:10:51,34
5673,6639,Not Delivered,23:19:2,21
5674,7880,Delivered,1:52:39,25
5675,176,Not Delivered,12:25:36,29
5676,5123,Delivered,21:30:55,2
5677,294,Not Delivered,0:21:20,26
5678,1910,Delivered,3:46:52,6
5679,4138,Delivered,3:20:48,27
5680,6331,Not Delivered,7:5:51,14
5681,4598,Delivered,14:26:4,31
5682,8623,Delivered,15:23:30,22
5683,8269,Not Delivered,5:29:7,15
5684,3951,Delivered,10:46:42,11
5685,7450,Not Delivered,12:18:25,1
5686,9234,Not Delivered,8:57:10,33
5687,3064,Delivered,23:26:10,26
5688,8372,Delivered,18:3:8,20
5689,5273,Not Delivered,10:52:38,6
5690,6513,Delivered,23:19:4,18
5691,8574,Not Delivered,18:58:12,20
5692,1607,Delivered,23:28:5,12
5693,6259,Not Delivered,21:25:1,1
5694,74,Not Delivered,7:42:8,10
5695,4966,Delivered,17:36:54,22
5696,7576,Not Delivered,17:44:16,27
5697,9319,Not Delivered,22:20:41,3
5698,4264,Not Delivered,20:18:9,1
5699,9690,Delivered,13:25:3,16
5700,3412,Not Delivered,16:18:0,7
5701,5982,Delivered,20:45:5,5
5702,1461,Delivered,15:30:20,30
5703,9327,Delivered,22:45:1,1
5704,2726,Delivered,21:47:14,21
5705,3483,Not Delivered,9:38:39,11
5706,1538,Delivered,9:43:17,20
5707,7581,Not Delivered,8:56:47,31
5708,3628,Delivered,16:33:55,27
5709,5222,Delivered,15:31:38,34
5710,2923,Not Delivered,7:44:42,11
5711,9546,Delivered,12:50:28,16
5712,4756,Not Delivered,11:40:8,15
5713,8135,Delivered,15:18:38,29
5714,6932,Delivered,12:47:18,21
5715,3560,Delivered,1:22:21,27
5716,9470,Not Delivered,14:7:35,2
5717,6958,Delivered,21:33:18,31
5718,4970,Delivered,19:39:18,9
5719,694,Delivered,8:8:26,8
5720,8434,Delivered,20:46:25,5
5721,3354,Not Delivered,13:46:0,8
5722,2151,Delivered,10:57:38,22
5723,9908,Delivered,21:47:11,14
5724,9386,Delivered,4:45:6,27
5725,675,Not Delivered,21:58:46,32
5726,9893,Delivered,3:44:23,19
5727,9300,Delivered,21:11:30,30
5728,6529,Delivered,17:30:38,27
5729,987,Delivered,8:59:13,32
5730,4498,Not Delivered,14:24:50,19
5731,8067,Delivered,9:38:2,8
5732,1464,Not Delivered,14:52:57,5
5733,635,Not Delivered,9:39:9,4
5734,9638,Not Delivered,4:26:10,7
5735,204,Delivered,7:13:19,2
5736,9763,Delivered,17:51:24,6
5737,7205,Delivered,15:21:22,12
5738,2701,Not Delivered,6:35:51,13
5739,3368,Not Delivered,12:15:39,20
5740,8348,Delivered,3:44:18,17
5741,7865,Delivered,4:33:6,20
5742,3662,Delivered,2:16:28,2
5743,4036,Delivered,9:5:24,25
5744,1830,Delivered,18:46:22,31
5745,2414,Delivered,14:43:59,22
5746,7330,Not Delivered,18:46:34,28
5747,2892,Delivered,14:5:30,22
5748,9237,Delivered,12:58:20,21
5749,3178,Not Delivered,18:20:58,6
5750,2251,Not Delivered,11:16:5,30
5751,6725,Delivered,12:19:30,31
5752,7109,Delivered,1:13:30,25
5753,5227,Delivered,4:25:10,29
5754,5174,Delivered,17:17:0,25
5755,2546,Not Delivered,13:15:45,11
5756,3390,Not Delivered,4:17:55,30
5757,537,Not Delivered,0:35:19,16
5758,4014,Not Delivered,0:5:37,22
5759,7824,Not Delivered,20:3:0,3
5760,3429,Not Delivered,8:12:33,25
5761,1961,Delivered,16:47:5,15
5762,7006,Delivered,4:8:49,13
5763,5795,Not Delivered,9:56:16,27
5764,7890,Delivered,13:1:20,20
5765,6330,Not Delivered,22:41:9,9
5766,5248,Delivered,8:2:39,8
5767,6299,Not Delivered,21:13:9,5
5768,7476,Not Delivered,4:40:49,11
5769,9484,Delivered,10:41:44,7
5770,6418,Not Delivered,21:44:14,6
5771,3729,Not Delivered,6:48:57,15
5772,4511,Not Delivered,21:17:12,14
5773,5490,Not Delivered,0:25:17,1
5774,4129,Not Delivered,20:35:47,10
5775,5078,Delivered,22:41:21,26
5776,9807,Delivered,17:23:23,10
5777,2502,Delivered,15:21:47,5
5778,7918,Delivered,21:44:42,29
5779,5551,Not Delivered,10:39:52,16
5780,1923,Delivered,16:28:51,32
5781,4250,Delivered,1:25:29,32
5782,9691,Not Delivered,21:49:2,19
5783,7170,Delivered,6:25:51,29
5784,1186,Not Delivered,22:43:5,31
5785,1438,Not Delivered,11:15:21,10
5786,7934,Delivered,9:22:10,1
5787,584,Not Delivered,5:29:37,33
5788,1058,Not Delivered,15:7:40,19
5789,4130,Delivered,11:21:2,27
5790,6870,Delivered,6:43:25,6
5791,7444,Not Delivered,11:5:35,13
5792,2278,Delivered,6:0:53,9
5793,6080,Delivered,15:31:35,2
5794,7910,Delivered,11:19:58,7
5795,7168,Delivered,17:32:41,33
5796,9029,Not Delivered,20:44:34,23
5797,1841,Not Delivered,4:8:37,32
5798,3099,Delivered,15:13:1,16
5799,7020,Not Delivered,8:3:34,23
5800,2085,Delivered,13:34:29,16
5801,6319,Delivered,16:45:10,1
5802,8998,Not Delivered,21:19:35,5
5803,7804,Delivered,7:22:23,34
5804,3486,Delivered,4:25:46,16
5805,1192,Not Delivered,7:55:42,6
5806,5552,Delivered,12:39:2,18
5807,5114,Delivered,13:36:17,27
5808,3594,Delivered,21:10:24,17
5809,9971,Delivered,5:56:26,8
5810,1279,Delivered,21:43:55,23
5811,9319,Not Delivered,11:6:44,18
5812,4630,Delivered,11:17:26,24
5813,9938,Delivered,16:4:52,31
5814,4632,Delivered,18:57:34,12
5815,4779,Not Delivered,6:39:36,19
5816,6197,Delivered,19:49:56,4
5817,4019,Not Delivered,6:13:7,4
5818,5431,Delivered,19:32:42,12
5819,8612,Not Delivered,7:11:59,16
5820,7975,Not Delivered,15:28:33,18
5821,3330,Not Delivered,21:8:24,9
5822,7813,Delivered,21:38:39,22
5823,3989,Delivered,10:58:58,24
5824,4364,Delivered,3:48:29,13
5825,4157,Delivered,13:27:27,32
5826,2531,Delivered,8:23:11,20
5827,9714,Not Delivered,20:58:23,13
5828,4065,Not Delivered,13:39:6,34
5829,7355,Not Delivered,21:2:3,5
5830,2104,Not Delivered,19:44:32,18
5831,5401,Delivered,2:52:0,30
5832,2890,Delivered,18:37:7,13
5833,1160,Delivered,23:44:43,4
5834,827,Not Delivered,4:30:26,26
5835,7141,Delivered,2:15:19,20
5836,2934,Not Delivered,6:47:42,25
5837,1000,Delivered,17:10:28,31
5838,5969,Not Delivered,1:3:13,30
5839,2015,Delivered,7:28:33,24
5840,1008,Delivered,9:53:36,30
5841,595,Delivered,21:56:32,20
5842,5851,Not Delivered,5:17:33,2
5843,9915,Delivered,6:47:21,19
5844,918,Delivered,1:22:26,27
5845,4918,Not Delivered,1:12:16,4
5846,1175,Not Delivered,2:33:50,5
5847,3753,Delivered,19:59:16,19
5848,7209,Not Delivered,12:37:1,7
5849,1052,Not Delivered,14:20:5,7
5850,6671,Not Delivered,20:14:50,6
5851,7477,Delivered,21:44:29,13
5852,130,Delivered,7:21:55,27
5853,9651,Not Delivered,6:9:13,21
5854,3709,Delivered,23:42:53,2
