order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
5283,1,7,Pizza,2023-01-07,19:51:37,Not Fulfilled,386
5284,4,7,Dosa,2023-02-07,03:30:39,Not Fulfilled,365
5285,12,55,Pizza,2023-10-22,01:46:49,Completed,791
5286,15,49,Biryani,2023-10-08,10:35:06,Completed,502
5287,19,24,Burger,2023-11-19,06:43:39,Completed,585
5288,2,3,Pizza,2023-06-19,17:39:42,Completed,210
5289,24,32,Pizza,2023-05-10,15:37:06,Not Fulfilled,423
5290,24,46,Burger,2023-02-27,19:53:00,Completed,270
5291,8,10,Burger,2023-01-04,11:30:47,Not Fulfilled,638
5292,23,16,Pasta,2023-10-21,01:22:36,Completed,345
5293,16,7,Paneer Butter Masala,2023-09-11,18:19:15,Completed,370
5294,29,2,Biryani,2023-08-06,21:32:37,Not Fulfilled,366
5295,9,26,Paneer Butter Masala,2023-11-10,21:21:26,Completed,493
5296,20,63,Shawarma,2023-08-04,08:54:03,Completed,484
5297,12,44,Biryani,2023-03-08,12:39:36,Not Fulfilled,297
5298,11,27,Chole Bhature,2023-11-11,21:57:09,Not Fulfilled,287
5299,25,5,Dosa,2023-10-18,15:54:43,Not Fulfilled,797
5300,32,65,Shawarma,2023-05-07,01:13:01,Completed,569
5301,19,64,Biryani,2023-11-15,00:11:28,Not Fulfilled,589
5302,2,70,Biryani,2023-10-25,21:49:37,Completed,548
5303,15,27,Burger,2023-02-09,16:23:46,Not Fulfilled,397
5304,7,33,Pasta,2023-02-22,00:42:21,Not Fulfilled,430
5305,29,18,Paneer Butter Masala,2023-10-18,22:41:12,Not Fulfilled,782
5306,16,5,Pasta,2023-02-06,16:05:23,Completed,256
5307,5,35,Biryani,2023-09-15,07:14:59,Not Fulfilled,214
5308,13,12,Paneer Butter Masala,2023-07-31,12:21:21,Not Fulfilled,607
5309,32,40,Paneer Butter Masala,2023-07-13,11:00:19,Not Fulfilled,421
5310,3,17,Chole Bhature,2023-11-19,23:11:34,Completed,402
5311,30,41,Chole Bhature,2023-09-13,05:35:08,Not Fulfilled,296
5312,26,24,Shawarma,2023-12-04,13:21:16,Completed,660
5313,15,35,Paneer Butter Masala,2023-10-22,04:57:45,Completed,761
5314,11,17,Pizza,2023-11-20,02:27:20,Completed,786
5315,30,35,Shawarma,2023-01-31,08:35:30,Completed,596
5316,26,46,Pizza,2023-05-04,11:20:11,Not Fulfilled,539
5317,7,15,Pizza,2023-12-17,16:56:49,Not Fulfilled,597
5318,29,62,Dosa,2023-07-20,18:11:33,Not Fulfilled,322
5319,5,60,Chole Bhature,2023-05-11,13:21:06,Not Fulfilled,527
5320,29,49,Shawarma,2023-05-05,05:12:39,Not Fulfilled,770
5321,15,58,Shawarma,2023-10-03,19:51:22,Not Fulfilled,684
5322,7,52,Pasta,2023-12-21,12:43:56,Not Fulfilled,690
5323,18,53,Dosa,2023-01-06,16:20:52,Completed,285
5324,11,48,Chole Bhature,2023-10-25,23:34:16,Not Fulfilled,658
5325,10,37,Pasta,2023-11-07,07:29:29,Completed,734
5326,4,4,Dosa,2023-12-16,21:37:16,Not Fulfilled,266
5327,29,1,Burger,2023-10-22,08:23:33,Completed,285
5328,20,1,Pizza,2023-12-29,18:36:57,Completed,391
5329,31,54,Dosa,2023-01-06,11:11:08,Completed,527
5330,10,11,Shawarma,2023-01-07,07:08:44,Completed,423
5331,32,30,Pasta,2023-02-03,19:44:37,Not Fulfilled,388
5332,28,20,Pizza,2023-11-08,00:33:20,Not Fulfilled,669
5333,18,33,Burger,2023-10-21,03:28:22,Not Fulfilled,294
5334,20,24,Pasta,2023-05-29,12:39:34,Completed,151
5335,28,17,Dosa,2023-11-04,22:26:17,Not Fulfilled,442
5336,14,64,Biryani,2023-02-27,18:41:35,Not Fulfilled,665
5337,9,31,Pizza,2023-09-08,06:08:03,Not Fulfilled,469
5338,23,39,Pizza,2023-03-04,05:39:13,Completed,346
5339,28,66,Burger,2023-06-19,13:27:39,Not Fulfilled,461
5340,6,54,Paneer Butter Masala,2023-09-14,16:02:21,Not Fulfilled,524
5341,24,62,Dosa,2023-01-31,09:54:40,Not Fulfilled,354
5342,29,13,Burger,2023-05-07,07:29:27,Completed,185
5343,17,24,Burger,2023-03-21,05:41:24,Completed,202
5344,10,56,Shawarma,2023-10-03,00:51:19,Completed,327
5345,29,4,Pizza,2023-09-12,00:24:12,Not Fulfilled,749
5346,29,24,Pizza,2023-12-09,04:17:07,Not Fulfilled,151
5347,18,38,Chole Bhature,2023-09-26,17:17:46,Completed,770
5348,30,39,Chole Bhature,2023-10-21,04:13:01,Completed,732
5349,22,35,Chole Bhature,2023-08-22,20:26:35,Completed,512
5350,4,66,Burger,2023-03-23,10:57:56,Completed,565
5351,15,10,Pizza,2023-04-16,05:05:50,Completed,682
5352,28,24,Dosa,2023-03-17,09:09:45,Completed,722
5353,26,44,Dosa,2023-09-28,03:01:11,Completed,654
5354,2,18,Burger,2023-04-03,22:20:16,Not Fulfilled,276
5355,6,8,Pizza,2023-07-18,12:20:31,Completed,586
5356,6,31,Chole Bhature,2023-07-02,02:47:03,Not Fulfilled,476
5357,6,13,Pasta,2023-11-20,08:43:50,Completed,524
5358,33,39,Biryani,2023-04-26,14:48:00,Not Fulfilled,514
5359,19,29,Burger,2023-02-16,12:08:40,Not Fulfilled,681
5360,19,32,Shawarma,2023-05-20,09:23:52,Not Fulfilled,322
5361,20,1,Dosa,2023-03-10,16:38:41,Completed,323
5362,5,57,Burger,2023-05-20,13:59:19,Not Fulfilled,429
5363,3,67,Pasta,2023-09-23,16:28:14,Not Fulfilled,723
5364,26,60,Biryani,2023-04-02,08:05:03,Not Fulfilled,750
5365,24,31,Pizza,2023-12-21,19:55:45,Completed,586
5366,18,40,Dosa,2023-07-19,18:06:52,Not Fulfilled,621
5367,31,6,Pasta,2023-08-14,15:26:01,Not Fulfilled,737
5368,23,52,Burger,2023-03-14,06:24:47,Completed,282
5369,4,14,Shawarma,2023-01-10,21:27:09,Completed,299
5370,2,4,Dosa,2023-08-03,05:35:38,Completed,486
5371,17,37,Pizza,2023-10-10,10:14:07,Not Fulfilled,420
5372,20,13,Pasta,2023-12-23,08:30:28,Not Fulfilled,255
5373,21,41,Pizza,2023-11-06,19:02:23,Completed,402
5374,26,18,Dosa,2023-05-04,22:19:14,Completed,340
5375,25,30,Pizza,2023-01-20,23:47:45,Completed,565
5376,22,3,Burger,2023-12-01,23:37:57,Not Fulfilled,511
5377,17,39,Chole Bhature,2023-05-08,19:29:38,Completed,720
5378,12,11,Pasta,2023-12-29,00:50:21,Completed,262
5379,28,52,Chole Bhature,2023-06-21,03:07:40,Completed,396
5380,23,51,Biryani,2023-09-14,23:53:58,Not Fulfilled,531
5381,11,69,Shawarma,2023-02-02,00:17:27,Completed,728
5382,21,51,Paneer Butter Masala,2023-11-10,09:39:05,Not Fulfilled,602
5383,10,63,Shawarma,2023-07-14,02:36:02,Completed,190
5384,24,16,Pizza,2023-06-11,14:43:27,Completed,760
5385,3,40,Pizza,2023-04-20,17:20:22,Not Fulfilled,746
5386,7,69,Dosa,2023-12-08,15:14:53,Not Fulfilled,462
5387,17,43,Biryani,2023-04-30,23:27:49,Not Fulfilled,164
5388,22,60,Dosa,2023-08-31,11:17:41,Not Fulfilled,175
5389,7,17,Pasta,2023-12-22,22:40:48,Completed,611
5390,19,21,Shawarma,2023-03-14,08:05:05,Completed,241
5391,9,42,Dosa,2023-02-15,18:50:17,Completed,339
5392,28,19,Pasta,2023-10-07,17:02:58,Completed,527
5393,26,32,Chole Bhature,2023-07-06,05:55:49,Completed,216
5394,9,48,Burger,2023-06-20,04:27:45,Completed,585
5395,4,43,Pasta,2023-03-28,01:15:11,Not Fulfilled,712
5396,13,47,Burger,2023-10-15,04:57:56,Not Fulfilled,288
5397,12,53,Paneer Butter Masala,2023-11-21,07:12:00,Completed,794
5398,31,28,Pizza,2023-07-31,12:59:42,Completed,161
5399,3,22,Pasta,2023-01-15,13:15:47,Not Fulfilled,359
5400,10,57,Biryani,2023-09-15,07:49:05,Not Fulfilled,480
5401,21,36,Dosa,2023-09-27,05:28:44,Not Fulfilled,535
5402,12,40,Dosa,2023-08-10,09:11:49,Completed,577
5403,15,53,Chole Bhature,2023-02-02,23:33:51,Completed,394
5404,13,49,Biryani,2023-11-17,01:24:15,Not Fulfilled,693
5405,23,23,Dosa,2023-12-17,17:00:29,Not Fulfilled,573
5406,23,53,Chole Bhature,2023-10-08,15:32:54,Completed,729
5407,7,18,Chole Bhature,2023-12-16,23:57:15,Completed,382
5408,24,25,Pasta,2023-01-16,06:01:06,Completed,244
5409,4,31,Pizza,2023-03-06,16:12:28,Completed,546
5410,25,59,Pasta,2023-05-30,03:46:26,Completed,597
5411,7,26,Biryani,2023-01-15,18:43:26,Completed,301
5412,9,47,Biryani,2023-08-04,21:41:26,Completed,650
5413,26,60,Biryani,2023-04-15,22:08:33,Completed,674
5414,10,20,Biryani,2023-12-13,02:33:45,Completed,713
5415,22,68,Pizza,2023-10-01,02:45:11,Not Fulfilled,187
5416,16,30,Biryani,2023-10-28,07:54:42,Not Fulfilled,480
5417,3,5,Dosa,2023-02-12,01:17:43,Completed,550
5418,12,18,Burger,2023-07-28,10:39:49,Not Fulfilled,517
5419,23,43,Shawarma,2023-02-04,05:31:34,Completed,435
5420,10,21,Dosa,2023-11-09,02:23:55,Completed,683
5421,5,30,Dosa,2023-10-10,05:44:13,Not Fulfilled,308
5422,8,69,Chole Bhature,2023-10-07,19:40:44,Not Fulfilled,624
5423,22,37,Pasta,2023-07-25,05:10:03,Not Fulfilled,695
5424,23,55,Biryani,2023-04-26,12:37:42,Not Fulfilled,304
5425,12,48,Chole Bhature,2023-03-21,11:22:16,Completed,389
5426,2,33,Paneer Butter Masala,2023-07-04,10:58:29,Not Fulfilled,589
5427,17,32,Dosa,2023-01-15,01:54:04,Completed,630
5428,4,35,Pasta,2023-06-03,23:05:36,Not Fulfilled,286
5429,9,31,Pasta,2023-07-05,04:28:48,Not Fulfilled,452
5430,23,53,Burger,2023-05-05,12:41:39,Completed,351
5431,15,26,Burger,2023-04-19,23:06:09,Completed,207
5432,8,28,Paneer Butter Masala,2023-10-19,15:13:31,Not Fulfilled,362
5433,15,43,Burger,2023-02-02,06:08:09,Completed,453
5434,6,6,Paneer Butter Masala,2023-09-14,18:43:16,Completed,307
5435,17,28,Burger,2023-10-09,07:38:44,Not Fulfilled,413
5436,22,67,Burger,2023-09-13,06:41:03,Not Fulfilled,446
5437,14,24,Burger,2023-11-28,21:01:34,Completed,781
5438,29,1,Burger,2023-02-07,19:40:49,Not Fulfilled,378
5439,32,54,Pizza,2023-05-31,14:54:53,Not Fulfilled,222
5440,12,5,Burger,2023-11-29,06:21:23,Completed,681
5441,26,9,Biryani,2023-09-05,19:55:00,Not Fulfilled,703
5442,15,13,Paneer Butter Masala,2023-08-22,08:43:38,Not Fulfilled,295
5443,29,20,Dosa,2023-05-10,11:38:06,Completed,652
5444,9,40,Paneer Butter Masala,2023-07-23,18:26:43,Completed,663
5445,7,6,Chole Bhature,2023-11-19,11:21:56,Not Fulfilled,773
5446,15,24,Pizza,2023-05-31,20:58:55,Not Fulfilled,667
5447,1,49,Pasta,2023-06-07,16:51:57,Completed,335
5448,16,50,Pasta,2023-11-19,23:51:06,Completed,325
5449,14,36,Dosa,2023-02-26,16:57:13,Not Fulfilled,226
5450,9,60,Biryani,2023-07-10,22:48:02,Completed,248
5451,10,53,Shawarma,2023-11-14,04:52:41,Completed,420
5452,24,25,Biryani,2023-04-05,07:01:09,Not Fulfilled,540
5453,9,6,Pizza,2023-09-22,19:48:38,Not Fulfilled,747
5454,25,49,Chole Bhature,2023-01-18,09:52:39,Not Fulfilled,299
5455,18,38,Burger,2023-04-01,21:41:38,Completed,579
5456,17,33,Dosa,2023-01-28,23:01:30,Not Fulfilled,324
5457,4,24,Chole Bhature,2023-08-03,05:45:35,Not Fulfilled,164
5458,32,59,Shawarma,2023-05-26,05:32:21,Not Fulfilled,503
5459,24,54,Pasta,2023-07-09,15:04:43,Completed,348
5460,33,59,Pasta,2023-08-09,23:45:00,Not Fulfilled,262
5461,1,3,Paneer Butter Masala,2023-04-07,12:40:21,Completed,231
5462,12,38,Chole Bhature,2023-01-16,04:55:03,Completed,629
5463,23,3,Paneer Butter Masala,2023-05-20,06:23:08,Not Fulfilled,523
5464,15,44,Biryani,2023-10-22,10:06:56,Not Fulfilled,186
5465,21,59,Biryani,2023-12-31,16:05:52,Not Fulfilled,156
5466,12,17,Pizza,2023-12-21,05:43:37,Completed,758
5467,3,22,Burger,2023-11-02,06:30:34,Not Fulfilled,411
5468,16,5,Pasta,2023-06-04,10:15:26,Completed,553
5469,2,62,Paneer Butter Masala,2023-06-27,06:27:37,Completed,402
5470,20,64,Burger,2023-07-04,16:17:34,Not Fulfilled,571
5471,28,23,Biryani,2023-08-15,23:51:19,Completed,447
5472,18,35,Chole Bhature,2023-07-29,13:19:05,Not Fulfilled,391
5473,28,24,Burger,2023-12-21,12:18:29,Completed,705
5474,4,11,Pizza,2023-03-21,11:57:45,Completed,376
5475,11,9,Biryani,2023-01-24,15:31:01,Completed,306
5476,26,68,Shawarma,2023-05-05,18:06:07,Not Fulfilled,717
5477,15,71,Chole Bhature,2023-12-20,00:34:44,Completed,204
5478,20,47,Chole Bhature,2023-11-19,16:04:32,Completed,253
5479,4,55,Dosa,2023-11-23,11:37:59,Completed,161
5480,2,4,Burger,2023-04-20,16:45:27,Completed,663
5481,21,19,Burger,2023-12-17,18:05:24,Not Fulfilled,671
5482,2,36,Biryani,2023-12-08,13:08:37,Completed,477
5483,26,66,Burger,2023-10-17,09:50:25,Not Fulfilled,209
5484,10,1,Biryani,2023-06-23,01:24:56,Completed,744
5485,22,29,Pizza,2023-12-19,03:32:12,Not Fulfilled,164
5486,16,55,Biryani,2023-07-04,16:53:04,Not Fulfilled,174
5487,18,40,Paneer Butter Masala,2023-01-19,21:03:10,Not Fulfilled,295
5488,31,59,Pizza,2023-08-06,16:47:33,Not Fulfilled,531
5489,26,5,Biryani,2023-03-19,18:00:55,Completed,244
5490,27,53,Biryani,2023-02-27,10:12:35,Completed,800
5491,14,57,Shawarma,2023-03-28,05:46:16,Not Fulfilled,683
5492,12,39,Paneer Butter Masala,2023-06-15,22:20:25,Not Fulfilled,188
5493,1,57,Pizza,2023-07-05,19:05:32,Not Fulfilled,270
5494,27,15,Dosa,2023-03-06,02:29:49,Not Fulfilled,493
5495,6,7,Pasta,2023-03-11,15:53:18,Not Fulfilled,497
5496,4,68,Chole Bhature,2023-05-20,09:30:32,Not Fulfilled,170
5497,19,64,Shawarma,2023-03-09,21:50:22,Not Fulfilled,640
5498,12,46,Paneer Butter Masala,2023-10-15,10:13:56,Completed,608
5499,5,3,Shawarma,2023-02-07,16:11:49,Not Fulfilled,658
5500,32,65,Biryani,2023-08-09,14:31:31,Not Fulfilled,329
5501,21,9,Chole Bhature,2023-03-14,16:52:29,Completed,157
5502,7,6,Pizza,2023-04-25,21:37:08,Not Fulfilled,734
5503,20,40,Burger,2023-05-09,04:19:09,Completed,676
5504,28,32,Chole Bhature,2023-12-21,18:03:45,Not Fulfilled,558
5505,32,52,Biryani,2023-08-29,05:33:14,Not Fulfilled,381
5506,18,24,Dosa,2023-05-03,07:12:50,Not Fulfilled,224
5507,2,12,Dosa,2023-01-04,00:35:39,Completed,296
5508,27,3,Paneer Butter Masala,2023-05-18,07:09:38,Completed,336
5509,5,61,Biryani,2023-09-26,05:22:14,Completed,288
5510,32,18,Burger,2023-06-10,17:13:54,Completed,360
5511,27,21,Dosa,2023-03-06,10:08:34,Not Fulfilled,300
5512,8,19,Pizza,2023-12-13,12:12:55,Completed,617
5513,3,27,Biryani,2023-08-10,13:29:59,Completed,764
5514,18,17,Pizza,2023-09-18,08:04:51,Not Fulfilled,664
5515,24,19,Dosa,2023-10-20,06:13:52,Completed,630
5516,24,30,Biryani,2023-03-22,01:37:09,Completed,310
5517,16,42,Pasta,2023-08-04,02:11:12,Not Fulfilled,424
5518,8,16,Paneer Butter Masala,2023-08-01,01:33:41,Not Fulfilled,656
5519,24,11,Dosa,2023-09-25,22:10:10,Not Fulfilled,791
5520,18,67,Dosa,2023-01-29,19:03:25,Completed,271
5521,29,13,Biryani,2023-01-21,19:26:01,Completed,250
5522,32,61,Dosa,2023-11-18,10:08:52,Completed,391
5523,23,54,Dosa,2023-02-18,20:16:56,Not Fulfilled,227
5524,11,69,Burger,2023-04-18,12:56:33,Completed,788
5525,27,60,Chole Bhature,2023-08-06,00:57:58,Not Fulfilled,667
5526,14,66,Chole Bhature,2023-01-02,11:10:50,Completed,159
5527,25,40,Pasta,2023-03-13,12:13:45,Not Fulfilled,753
5528,33,20,Paneer Butter Masala,2023-05-06,21:06:56,Not Fulfilled,705
5529,15,64,Dosa,2023-07-02,13:18:14,Not Fulfilled,660
5530,3,20,Dosa,2023-04-04,02:57:10,Not Fulfilled,594
5531,25,51,Burger,2023-07-13,22:49:55,Completed,293
5532,18,22,Paneer Butter Masala,2023-11-10,11:16:00,Not Fulfilled,567
5533,18,4,Pizza,2023-11-23,19:19:06,Completed,521
5534,33,32,Pizza,2023-08-18,09:18:10,Completed,391
5535,20,25,Biryani,2023-05-30,00:02:43,Not Fulfilled,707
5536,28,49,Pizza,2023-04-17,17:44:52,Not Fulfilled,375
5537,14,58,Pasta,2023-07-09,15:06:11,Not Fulfilled,312
5538,19,1,Biryani,2023-07-23,03:03:31,Completed,287
5539,9,7,Burger,2023-11-26,03:55:16,Not Fulfilled,585
5540,18,3,Chole Bhature,2023-11-15,20:03:24,Completed,561
5541,7,12,Shawarma,2023-09-02,16:21:17,Completed,773
5542,14,29,Pizza,2023-11-27,06:01:01,Completed,440
5543,13,42,Pasta,2023-08-30,15:33:18,Completed,177
5544,11,11,Pizza,2023-05-02,23:31:16,Not Fulfilled,398
5545,12,43,Shawarma,2023-11-14,08:29:31,Completed,205
5546,13,22,Pasta,2023-05-10,12:54:48,Not Fulfilled,305
5547,33,12,Pizza,2023-03-24,21:36:53,Completed,725
5548,7,6,Chole Bhature,2023-11-08,22:38:13,Completed,404
5549,9,50,Paneer Butter Masala,2023-10-11,11:52:59,Not Fulfilled,200
5550,23,27,Dosa,2023-08-11,17:31:18,Not Fulfilled,682
5551,16,52,Pasta,2023-02-16,17:27:49,Completed,551
5552,18,23,Paneer Butter Masala,2023-12-19,01:30:32,Completed,674
5553,16,62,Pizza,2023-06-12,14:31:15,Not Fulfilled,244
5554,14,55,Pizza,2023-08-16,00:31:56,Completed,389
5555,23,27,Burger,2023-01-11,07:36:58,Completed,429
5556,9,27,Biryani,2023-10-10,01:32:45,Completed,692
5557,4,14,Chole Bhature,2023-04-18,07:01:32,Not Fulfilled,333
5558,29,1,Shawarma,2023-11-10,15:17:38,Not Fulfilled,513
5559,9,12,Burger,2023-04-23,21:32:33,Completed,602
5560,33,62,Biryani,2023-06-03,07:35:11,Not Fulfilled,624
5561,28,59,Biryani,2023-10-22,01:06:14,Not Fulfilled,573
5562,18,38,Chole Bhature,2023-08-18,04:12:19,Completed,553
5563,25,51,Pizza,2023-09-06,21:59:44,Completed,467
5564,31,37,Dosa,2023-07-01,21:55:58,Not Fulfilled,590
5565,9,39,Biryani,2023-09-17,10:32:04,Not Fulfilled,518
5566,27,58,Burger,2023-07-04,18:13:48,Completed,212
5567,10,60,Shawarma,2023-11-18,12:29:29,Not Fulfilled,470
5568,16,24,Pasta,2023-02-16,01:19:08,Not Fulfilled,255
5569,5,51,Burger,2023-07-16,16:23:48,Completed,435
5570,17,25,Burger,2023-11-21,05:54:23,Not Fulfilled,354
5571,27,65,Biryani,2023-07-12,10:36:03,Completed,676
5572,6,33,Shawarma,2023-09-08,06:08:22,Completed,497
5573,22,59,Burger,2023-07-31,08:59:26,Not Fulfilled,192
5574,22,69,Pasta,2023-03-16,12:31:39,Not Fulfilled,164
5575,33,46,Paneer Butter Masala,2023-05-25,07:43:54,Not Fulfilled,524
5576,30,18,Chole Bhature,2023-12-19,03:04:47,Not Fulfilled,624
5577,8,65,Dosa,2023-12-27,18:17:05,Not Fulfilled,617
5578,16,36,Paneer Butter Masala,2023-08-04,16:56:09,Completed,388
5579,23,50,Burger,2023-05-26,16:42:37,Not Fulfilled,633
5580,19,43,Pizza,2023-02-23,02:48:42,Not Fulfilled,360
5581,12,42,Burger,2023-02-05,20:01:02,Not Fulfilled,321
5582,21,16,Burger,2023-03-21,03:38:11,Completed,351
5583,4,42,Burger,2023-10-20,11:17:13,Not Fulfilled,496
5584,1,62,Dosa,2023-09-17,14:16:29,Not Fulfilled,761
5585,10,18,Chole Bhature,2023-08-14,21:24:10,Completed,239
5586,6,13,Chole Bhature,2023-11-19,21:57:33,Completed,599
5587,10,65,Chole Bhature,2023-10-25,23:03:23,Completed,386
5588,15,50,Burger,2023-09-12,02:43:15,Not Fulfilled,755
5589,5,33,Biryani,2023-07-14,15:16:33,Completed,247
5590,17,16,Chole Bhature,2023-01-29,21:16:35,Completed,347
5591,19,34,Pizza,2023-11-08,00:43:42,Completed,423
5592,33,6,Biryani,2023-05-22,05:03:23,Not Fulfilled,772
5593,14,40,Paneer Butter Masala,2023-01-25,01:00:07,Not Fulfilled,153
5594,1,19,Paneer Butter Masala,2023-08-31,05:00:30,Completed,302
5595,22,8,Paneer Butter Masala,2023-03-28,10:48:15,Not Fulfilled,399
5596,25,48,Pizza,2023-09-22,20:28:43,Completed,538
5597,31,61,Biryani,2023-01-09,08:58:37,Not Fulfilled,488
5598,32,35,Burger,2023-09-17,02:48:12,Not Fulfilled,368
5599,22,57,Dosa,2023-08-28,02:07:44,Completed,309
5600,12,49,Chole Bhature,2023-11-23,15:37:26,Completed,590
5601,20,16,Shawarma,2023-08-07,19:49:56,Not Fulfilled,548
5602,29,15,Burger,2023-09-25,03:31:45,Not Fulfilled,629
5603,22,53,Pasta,2023-06-23,12:25:41,Completed,400
5604,29,48,Pasta,2023-07-01,14:19:52,Completed,448
5605,33,18,Pasta,2023-05-20,22:22:10,Not Fulfilled,177
5606,21,8,Pizza,2023-06-15,19:59:50,Not Fulfilled,187
5607,25,51,Pasta,2023-05-02,18:39:42,Completed,240
5608,24,54,Pizza,2023-04-09,10:17:35,Not Fulfilled,457
5609,18,49,Shawarma,2023-03-29,10:55:53,Completed,324
5610,16,68,Biryani,2023-04-02,00:52:28,Not Fulfilled,741
5611,29,6,Burger,2023-07-26,09:35:01,Not Fulfilled,379
5612,3,30,Shawarma,2023-11-05,16:14:52,Not Fulfilled,535
5613,30,26,Pizza,2023-08-17,01:22:06,Not Fulfilled,373
5614,15,21,Pasta,2023-09-29,10:03:24,Not Fulfilled,370
5615,9,18,Dosa,2023-12-10,23:49:11,Completed,626
5616,14,36,Chole Bhature,2023-06-16,12:51:29,Completed,180
5617,18,65,Shawarma,2023-03-25,16:31:06,Completed,773
5618,15,45,Chole Bhature,2023-07-23,15:42:35,Not Fulfilled,626
5619,25,59,Biryani,2023-12-07,19:43:02,Not Fulfilled,769
5620,29,29,Pizza,2023-08-24,10:36:32,Not Fulfilled,256
5621,32,68,Biryani,2023-04-18,21:37:50,Completed,513
5622,32,67,Chole Bhature,2023-02-03,13:30:45,Not Fulfilled,707
5623,4,49,Pasta,2023-10-01,23:29:19,Completed,325
5624,10,17,Pizza,2023-12-24,09:20:14,Not Fulfilled,317
5625,5,18,Shawarma,2023-08-06,19:01:44,Not Fulfilled,544
5626,6,23,Paneer Butter Masala,2023-06-21,20:16:59,Completed,200
5627,6,57,Dosa,2023-04-02,21:42:18,Completed,516
5628,15,4,Chole Bhature,2023-07-08,19:04:50,Not Fulfilled,176
5629,11,23,Paneer Butter Masala,2023-05-31,19:38:52,Not Fulfilled,378
5630,23,69,Dosa,2023-11-10,22:07:55,Completed,280
5631,9,59,Chole Bhature,2023-12-04,11:40:17,Not Fulfilled,656
5632,8,32,Dosa,2023-02-18,08:36:36,Not Fulfilled,650
5633,12,53,Paneer Butter Masala,2023-02-13,11:19:40,Not Fulfilled,735
5634,19,21,Pizza,2023-06-20,12:38:05,Completed,245
5635,2,16,Shawarma,2023-04-07,02:34:44,Completed,163
5636,2,56,Chole Bhature,2023-11-11,10:43:56,Not Fulfilled,215
5637,15,41,Biryani,2023-03-10,07:52:31,Completed,617
5638,13,7,Shawarma,2023-10-26,23:12:41,Not Fulfilled,786
5639,16,12,Chole Bhature,2023-03-24,18:49:10,Not Fulfilled,497
5640,24,14,Dosa,2023-09-13,16:13:34,Completed,513
5641,23,28,Paneer Butter Masala,2023-02-26,15:58:39,Completed,366
5642,31,18,Biryani,2023-09-17,17:32:44,Completed,353
5643,9,24,Dosa,2023-03-14,06:01:23,Not Fulfilled,229
5644,8,1,Pasta,2023-11-27,01:40:32,Completed,607
5645,30,20,Paneer Butter Masala,2023-05-27,23:30:34,Not Fulfilled,714
5646,4,19,Paneer Butter Masala,2023-07-29,01:28:00,Not Fulfilled,268
5647,2,29,Pasta,2023-04-09,04:47:17,Completed,310
5648,28,23,Dosa,2023-07-09,13:04:11,Completed,617
5649,24,15,Chole Bhature,2023-06-17,17:15:05,Not Fulfilled,582
5650,29,35,Burger,2023-09-01,09:46:03,Completed,425
5651,33,53,Paneer Butter Masala,2023-07-09,22:18:43,Not Fulfilled,705
5652,17,49,Biryani,2023-02-10,08:17:38,Not Fulfilled,697
5653,12,18,Pizza,2023-08-28,03:48:18,Not Fulfilled,265
5654,12,47,Paneer Butter Masala,2023-03-23,05:40:58,Not Fulfilled,585
5655,29,51,Dosa,2023-10-23,20:14:39,Completed,484
5656,5,15,Shawarma,2023-05-14,11:51:17,Completed,188
5657,27,70,Pizza,2023-04-05,16:56:04,Not Fulfilled,478
5658,18,33,Burger,2023-12-25,21:27:21,Completed,684
5659,13,56,Shawarma,2023-02-28,04:54:13,Not Fulfilled,375
5660,1,15,Biryani,2023-03-10,14:16:10,Completed,235
5661,26,71,Paneer Butter Masala,2023-06-01,16:29:14,Not Fulfilled,799
5662,9,11,Paneer Butter Masala,2023-03-04,16:44:41,Not Fulfilled,725
5663,23,2,Dosa,2023-11-22,14:58:24,Not Fulfilled,319
5664,17,63,Shawarma,2023-12-10,00:02:31,Not Fulfilled,648
5665,26,50,Chole Bhature,2023-12-01,07:56:15,Completed,778
5666,7,57,Shawarma,2023-12-20,09:54:15,Completed,222
5667,17,43,Biryani,2023-06-16,12:56:59,Completed,453
5668,10,2,Shawarma,2023-06-30,02:48:02,Not Fulfilled,542
5669,26,62,Biryani,2023-10-26,20:45:34,Not Fulfilled,357
5670,21,65,Paneer Butter Masala,2023-05-30,05:09:43,Completed,359
5671,10,62,Paneer Butter Masala,2023-09-16,20:22:36,Not Fulfilled,550
5672,1,5,Pizza,2023-10-04,21:32:46,Completed,606
5673,19,2,Paneer Butter Masala,2023-10-23,13:11:02,Not Fulfilled,590
5674,2,48,Chole Bhature,2023-03-02,11:24:31,Not Fulfilled,216
5675,33,13,Biryani,2023-10-19,08:21:56,Completed,341
5676,24,36,Chole Bhature,2023-12-26,02:01:00,Completed,163
5677,13,63,Chole Bhature,2023-09-18,07:27:23,Completed,483
5678,16,62,Biryani,2023-10-17,08:24:09,Completed,537
5679,27,61,Biryani,2023-03-21,00:17:30,Completed,546
5680,1,22,Paneer Butter Masala,2023-08-06,21:08:38,Completed,381
5681,7,12,Burger,2023-09-23,18:01:40,Not Fulfilled,272
5682,23,54,Pizza,2023-09-28,03:33:22,Completed,542
5683,19,29,Shawarma,2023-06-25,08:11:22,Not Fulfilled,693
5684,20,5,Dosa,2023-06-28,07:37:10,Not Fulfilled,734
5685,1,1,Shawarma,2023-03-27,14:25:36,Not Fulfilled,739
